,Mo Sold,Overall Qual,Kitchen Qual,Fireplaces,TotRms AbvGrd,2nd Flr SF,newer_build,Total Bsmt SF,Garage Cond,BsmtFin SF 2,Enclosed Porch,Garage Qual,off_site,Exter Qual,street,Gr Liv Area,Kitchen AbvGr,Low Qual Fin SF,Open Porch SF,Wood Deck SF,normal,Garage Cars,Lot Area,Misc Val,MS SubClass,1st Flr SF,Bedroom AbvGr,close_to_rail,Bsmt Cond,Id,Garage Yr Blt,Year Built,Year Remod/Add,3Ssn Porch,Bsmt Unf SF,Bsmt Qual,Garage Area,BsmtFin SF 1,Bsmt Exposure,Fireplace Qu,Lot Frontage,Overall Cond,Pool QC,Exter Cond,Heating QC,Mas Vnr Area,Screen Porch,total_bath,Pool Area,Yr Sold
1048,6,5,2,0,5,0,0,864.0,2.0,0.0,0,2.0,0,0,0,904,1,0,0,143,2,3.0,10200,0,80,904,3,0,1.0,1398,1979.0,1970,1970,0,160.0,2.0,912.0,704.0,1.0,1.4709800190294957,69.05520046484602,8,0,1,3,0.0,0,1.0,0,2008
1049,2,5,2,0,11,1133,0,0.0,4.0,0.0,0,2.0,0,0,0,2233,2,0,0,0,2,2.0,9555,0,90,1100,5,0,1.0100200400801602,2177,1979.0,1979,1979,0,0.0,1.5861723446893787,579.0,0.0,-0.32363271450075265,1.4709800190294957,69.05520046484602,6,0,0,1,0.0,0,2.5,0,2007
1050,10,4,2,0,5,0,0,385.0,2.0,0.0,0,2.0,0,0,0,875,1,0,0,352,2,2.0,7200,0,20,875,3,0,1.0,2144,1975.0,1972,2006,0,0.0,1.0,728.0,385.0,-1.0,1.4709800190294957,60.0,8,0,1,2,0.0,0,1.0,0,2007
1051,6,6,2,0,5,0,0,520.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,754,1,234,0,53,2,0.0,6780,0,190,520,2,0,1.0,2697,1978.7077955601446,1935,1982,0,30.0,1.0,0.0,490.0,1.0,1.4709800190294957,60.0,8,0,-1,2,0.0,0,2.0,0,2006
1052,3,4,2,2,6,0,0,1364.0,2.0,0.0,0,2.0,0,0,0,1663,1,0,137,224,2,2.0,53227,0,20,1663,2,0,1.0,1403,1954.0,1954,1994,0,248.0,2.0,529.0,1116.0,2.0,2.0,69.05520046484602,6,0,0,3,0.0,0,2.0,0,2008
1053,7,5,2,0,5,0,0,925.0,2.0,466.0,0,2.0,0,0,0,925,1,0,0,0,2,1.0,9100,0,20,925,2,0,1.0,596,1965.0,1965,1965,0,121.0,1.0,429.0,338.0,-1.0,1.4709800190294957,70.0,6,0,0,3,0.0,0,1.5,0,2009
1054,6,5,2,2,7,332,0,728.0,2.0,0.0,0,2.0,0,1,0,1308,1,0,70,0,2,1.0,9600,0,50,976,2,0,0.0,922,1940.0,1940,1950,0,300.0,1.0,256.0,428.0,-1.0,1.0,130.0,7,0,1,3,0.0,0,2.5,0,2009
1055,12,5,2,1,6,0,0,1240.0,2.0,522.0,0,2.0,1,0,0,1375,1,0,0,0,1,1.0,14175,0,20,1375,3,0,1.0,2065,1956.0,1956,1998,0,332.0,1.0,323.0,386.0,-1.0,2.0,81.0,5,0,0,2,0.0,0,2.0,0,2007
1056,1,8,2,1,7,1168,1,1317.0,2.0,0.0,0,2.0,0,1,0,2385,1,0,228,192,2,3.0,14277,0,60,1217,3,0,1.0,1710,2003.0,2003,2003,0,379.0,3.0,818.0,938.0,0.0,2.0,110.0,5,0,0,3,280.0,0,3.5,0,2007
1057,6,5,2,0,8,896,0,896.0,2.0,0.0,0,2.0,0,0,0,1792,2,0,45,0,2,2.0,9000,0,90,896,4,0,1.0,1034,1982.0,1974,1974,0,896.0,2.0,480.0,0.0,0.0,1.4709800190294957,60.0,5,0,0,1,0.0,0,3.0,0,2008
1058,8,8,3,1,9,0,1,2418.0,2.0,495.0,0,2.0,0,1,0,2464,1,0,78,358,2,3.0,13693,0,20,2464,4,0,1.0,1057,2007.0,2007,2007,0,195.0,3.0,650.0,1728.0,2.0,4.0,105.0,5,0,0,3,554.0,0,3.5,0,2008
1059,5,7,2,1,7,0,1,1386.0,2.0,0.0,0,2.0,0,1,0,1569,1,0,20,143,2,3.0,3635,0,120,1569,1,0,1.0,470,2007.0,2007,2007,0,398.0,2.0,660.0,988.0,-1.0,1.0,51.0,5,0,0,3,130.0,0,2.5,0,2009
1060,7,9,3,1,8,0,1,1555.0,2.0,0.0,0,2.0,0,2,0,1680,1,0,24,185,2,3.0,10933,0,20,1680,1,0,1.0,819,2009.0,2009,2009,0,534.0,3.0,1138.0,1021.0,2.0,2.0,84.0,5,0,0,3,242.0,0,2.5,0,2009
1061,10,7,2,0,6,0,1,1337.0,2.0,0.0,0,2.0,0,1,0,1337,1,0,39,0,2,2.0,8450,0,20,1337,3,0,1.0,2160,2003.0,2003,2003,0,638.0,2.0,531.0,699.0,0.0,1.4709800190294957,65.0,5,0,0,3,0.0,0,3.0,0,2007
1062,7,6,2,1,4,0,0,816.0,2.0,0.0,40,2.0,0,0,0,816,1,0,0,228,2,1.0,8550,0,30,816,2,0,1.0,2552,1949.0,1934,1950,0,242.0,1.0,240.0,574.0,-1.0,0.0,60.0,8,0,0,3,0.0,0,2.0,0,2006
1063,5,7,2,1,7,0,1,1541.0,2.0,0.0,0,2.0,0,1,0,1541,1,0,70,0,2,2.0,12182,0,20,1541,3,0,1.0,41,2005.0,2005,2005,0,340.0,2.0,532.0,1201.0,0.0,2.0,95.0,5,0,0,3,226.0,0,2.0,0,2010
1064,7,4,2,0,6,584,0,884.0,2.0,0.0,54,2.0,0,0,0,1573,1,0,0,0,2,1.0,6120,0,50,989,3,0,1.0,742,1935.0,1935,1995,0,884.0,1.0,240.0,0.0,-1.0,1.4709800190294957,51.0,7,0,0,3,0.0,120,1.0,0,2009
1065,8,4,2,0,6,629,0,832.0,2.0,0.0,0,2.0,0,0,1,1461,1,0,204,0,1,1.0,10800,0,50,832,4,0,1.0,686,1949.0,1949,1996,0,832.0,1.0,384.0,0.0,-1.0,1.4709800190294957,60.0,7,0,0,1,0.0,0,2.0,0,2009
1066,3,6,2,0,9,0,0,1958.0,2.0,0.0,0,2.0,0,0,0,2048,2,0,0,0,2,2.0,12760,0,90,2048,5,0,1.0,314,1976.0,1976,1976,0,1958.0,1.0,776.0,0.0,-1.0,1.4709800190294957,69.05520046484602,5,0,0,1,0.0,0,3.0,0,2010
1067,7,6,2,1,7,732,1,903.0,2.0,0.0,0,2.0,0,0,0,1642,1,0,84,290,2,2.0,7655,0,60,910,3,0,1.0,1630,1993.0,1993,1994,0,903.0,2.0,392.0,0.0,-1.0,1.0,69.05520046484602,5,0,0,2,0.0,0,2.5,0,2007
1068,6,6,2,0,6,602,0,738.0,2.0,0.0,0,2.0,0,0,0,1470,1,0,0,0,2,2.0,10560,0,70,868,2,0,1.0,191,1970.0,1922,1994,0,455.0,0.0,624.0,283.0,-1.0,1.4709800190294957,60.0,7,0,0,3,0.0,0,1.5,0,2010
1069,8,6,2,1,7,1342,1,938.0,2.0,0.0,0,2.0,0,0,0,2299,1,0,30,188,2,2.0,7500,0,60,957,5,0,1.0,1626,1999.0,1999,2003,0,938.0,2.0,482.0,0.0,-1.0,1.0,60.0,5,0,0,3,0.0,0,3.5,0,2007
1070,5,7,2,1,8,1151,1,884.0,2.0,0.0,0,2.0,0,1,0,2035,1,0,48,144,2,2.0,9505,0,60,884,3,0,1.0,59,2001.0,2001,2001,0,884.0,2.0,434.0,0.0,-1.0,2.0,69.05520046484602,5,0,0,3,180.0,0,2.5,0,2010
1071,5,5,2,0,6,0,0,925.0,2.0,0.0,0,2.0,0,0,0,999,1,0,72,150,2,1.0,10205,0,85,999,3,0,1.0,2632,1962.0,1962,1962,0,141.0,1.0,300.0,784.0,1.0,1.4709800190294957,69.0,5,0,0,1,0.0,0,2.0,0,2006
1072,7,8,2,1,6,0,1,1378.0,2.0,0.0,0,2.0,0,1,0,1378,1,0,56,160,2,2.0,4379,0,120,1378,2,0,1.0,1835,2004.0,2004,2004,0,527.0,2.0,540.0,851.0,1.0,2.0,45.0,5,0,0,3,0.0,0,3.0,0,2007
1073,5,5,2,1,5,325,0,793.0,2.0,0.0,0,2.0,0,0,1,1118,1,0,0,0,1,2.0,7800,0,190,793,3,0,1.0,2675,1939.0,1939,1950,0,286.0,2.0,410.0,507.0,0.0,2.0,65.0,7,0,0,1,0.0,271,2.0,0,2006
1074,9,4,0,0,8,0,0,1440.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,1440,2,0,0,0,2,0.0,12108,0,90,1440,4,0,1.0,1503,1978.7077955601446,1955,1955,0,1307.0,1.0,0.0,133.0,-1.0,1.4709800190294957,92.0,4,0,0,1,270.0,0,2.0,0,2008
1075,4,5,2,0,6,0,0,1010.0,2.0,0.0,0,2.0,0,0,0,1134,1,0,16,0,2,1.0,7000,0,20,1134,2,0,1.0,1963,1960.0,1960,2002,0,422.0,1.0,254.0,588.0,-1.0,1.4709800190294957,70.0,7,0,0,3,45.0,0,1.0,0,2007
1076,6,6,2,1,8,795,0,833.0,2.0,0.0,0,2.0,0,0,0,1848,1,0,0,0,2,2.0,13053,0,50,1053,4,0,1.0,1352,1922.0,1923,2000,0,833.0,1.0,370.0,0.0,-1.0,2.0,64.0,7,0,0,2,0.0,220,1.5,0,2008
1077,6,6,2,1,7,304,0,1181.0,2.0,0.0,128,2.0,0,0,0,1694,1,0,0,342,2,2.0,8400,0,50,1390,4,0,1.0,1519,1925.0,1925,1950,0,758.0,1.0,576.0,423.0,-1.0,2.0,60.0,5,0,0,0,0.0,0,2.0,0,2008
1078,8,4,2,0,4,0,0,901.0,2.0,0.0,0,0.0,0,0,0,901,1,0,0,0,2,1.0,6000,0,20,901,2,0,1.0,1305,1954.0,1954,2000,0,901.0,1.0,281.0,0.0,-1.0,1.4709800190294957,50.0,7,0,0,3,0.0,0,1.0,0,2008
1079,3,6,2,1,6,548,0,861.0,2.0,0.0,84,2.0,0,0,0,1409,1,0,0,225,2,2.0,6240,0,50,861,3,0,1.0,2014,1968.0,1938,1950,0,809.0,1.0,528.0,52.0,-1.0,2.0,69.05520046484602,5,0,0,2,0.0,0,2.5,0,2007
1080,5,6,2,2,7,0,0,1080.0,2.0,0.0,0,2.0,0,0,0,1656,1,0,62,210,2,2.0,31770,0,20,1656,3,0,2.0,1,1960.0,1960,1960,0,441.0,1.0,528.0,639.0,2.0,2.0,141.0,5,0,0,0,112.0,0,2.0,0,2010
1081,8,10,3,1,9,590,1,1682.0,2.0,0.0,0,2.0,0,2,0,2332,1,0,134,196,2,3.0,12474,0,60,1742,3,0,1.0,1052,2008.0,2007,2008,0,402.0,3.0,846.0,1280.0,1.0,4.0,96.0,5,0,0,3,272.0,0,3.5,0,2008
1082,7,5,2,1,5,0,0,1113.0,2.0,0.0,120,2.0,0,1,0,1113,1,0,80,0,2,1.0,9600,0,20,1113,3,0,1.0,622,1950.0,1950,2007,0,506.0,1.0,264.0,607.0,-1.0,2.0,80.0,7,0,0,2,0.0,0,1.0,0,2009
1083,10,6,2,1,6,0,0,816.0,2.0,0.0,180,2.0,0,1,0,1232,1,0,0,0,2,2.0,8574,0,30,1232,3,0,1.0,913,1916.0,1916,2000,0,816.0,1.0,440.0,0.0,-1.0,2.0,64.0,8,0,0,3,0.0,0,1.0,0,2009
1084,5,9,3,1,7,0,1,1950.0,2.0,0.0,0,2.0,0,2,0,1950,1,0,207,156,2,3.0,14418,0,20,1950,2,0,1.0,1058,2007.0,2007,2007,0,575.0,3.0,706.0,1375.0,2.0,2.0,104.0,5,0,0,3,480.0,0,3.0,0,2008
1085,6,7,2,1,6,0,1,1845.0,2.0,0.0,0,2.0,0,0,0,1872,1,0,39,197,2,2.0,10400,0,20,1872,3,0,1.0,2348,1988.0,1988,1988,0,916.0,2.0,604.0,929.0,1.0,1.0,80.0,5,0,0,2,102.0,0,2.5,0,2006
1086,1,6,2,0,6,588,0,676.0,2.0,0.0,0,2.0,0,0,0,1264,1,0,0,424,2,2.0,15564,400,50,676,3,0,1.0,1527,1994.0,1914,1995,0,676.0,2.0,400.0,0.0,-1.0,1.4709800190294957,63.0,6,0,0,3,0.0,0,1.0,0,2008
1087,7,8,3,1,9,1332,1,1168.0,2.0,0.0,0,2.0,0,1,0,2500,1,0,32,192,2,3.0,13543,0,60,1168,5,0,1.0,1011,2005.0,2005,2005,0,1152.0,3.0,683.0,16.0,2.0,2.0,101.0,5,0,0,3,130.0,0,3.5,0,2008
1088,5,5,2,0,5,0,0,784.0,1.9566339700567887,0.0,116,1.9385647909137842,0,0,0,784,1,0,0,0,2,0.0,6130,0,45,784,2,0,1.0,1332,1978.7077955601446,1924,1950,0,0.0,1.0,0.0,784.0,-1.0,1.4709800190294957,50.0,6,0,0,2,0.0,0,2.0,0,2008
1089,10,2,2,0,4,0,0,0.0,0.0,0.0,25,2.0,0,0,0,612,1,0,0,0,2,1.0,5925,0,30,612,1,0,1.0100200400801602,709,1965.0,1940,1950,0,0.0,1.5861723446893787,308.0,0.0,-0.32363271450075265,1.4709800190294957,50.0,4,0,1,0,0.0,0,1.0,0,2009
1090,6,7,2,2,10,1196,0,1032.0,2.0,0.0,318,2.0,0,0,0,2403,1,0,0,56,2,1.0,24090,0,70,1207,4,0,1.0,209,1940.0,1940,1950,0,1032.0,1.0,349.0,0.0,0.0,1.0,69.05520046484602,7,0,1,3,0.0,0,2.0,0,2010
1091,10,6,2,2,7,0,0,1416.0,2.0,0.0,0,2.0,0,0,0,1644,1,0,0,110,2,2.0,9600,0,20,1644,3,0,1.0,619,1953.0,1953,1953,0,131.0,1.0,418.0,1285.0,-1.0,2.0,80.0,5,0,0,1,238.0,0,2.0,0,2009
1092,8,7,2,0,7,869,1,860.0,2.0,0.0,0,2.0,0,1,0,1729,1,0,63,386,2,2.0,8158,0,60,860,3,0,1.0,2150,2002.0,2002,2002,0,860.0,2.0,542.0,0.0,-1.0,1.4709800190294957,65.0,5,0,0,3,214.0,0,2.5,0,2007
1093,1,5,2,0,4,0,0,830.0,2.0,0.0,0,2.0,0,0,0,879,1,0,108,0,2,1.0,5220,0,30,879,2,0,1.0,2704,1936.0,1936,1950,0,830.0,1.0,180.0,0.0,-1.0,1.4709800190294957,50.0,3,0,0,2,0.0,0,1.0,0,2006
1094,4,5,2,0,5,0,0,864.0,2.0,0.0,0,2.0,0,0,0,864,1,0,0,0,2,2.0,8172,0,20,864,2,0,1.0,2839,1957.0,1955,1990,0,697.0,1.0,572.0,167.0,-1.0,1.4709800190294957,60.0,7,0,0,1,0.0,0,2.0,0,2006
1095,5,6,2,1,6,0,0,1196.0,2.0,0.0,0,2.0,0,0,0,1196,1,0,44,0,2,1.0,9000,0,20,1196,2,0,1.0,1242,1956.0,1956,1956,0,580.0,2.0,297.0,616.0,-1.0,2.0,72.0,5,0,0,2,74.0,0,2.0,0,2008
1096,3,6,2,1,6,728,0,672.0,2.0,0.0,0,2.0,0,0,0,1400,1,0,0,0,2,2.0,7844,0,60,672,3,0,1.0,2714,1978.0,1978,1978,0,463.0,1.0,440.0,209.0,-1.0,1.0,74.0,7,0,0,1,203.0,0,1.5,0,2006
1097,10,4,2,1,7,755,0,755.0,-1.0,0.0,0,0.0,0,0,1,1510,1,0,0,120,1,1.0,9084,0,70,755,4,0,1.0,799,1940.0,1940,1950,0,755.0,1.0,296.0,0.0,0.0,2.0,60.0,5,0,0,1,0.0,0,2.0,0,2009
1098,8,4,2,0,7,600,0,0.0,1.9566339700567887,0.0,210,1.9385647909137842,0,0,0,1294,2,0,114,220,2,0.0,10800,0,190,694,3,0,1.0100200400801602,1260,1978.7077955601446,1900,2000,0,0.0,1.5861723446893787,0.0,0.0,-0.32363271450075265,1.4709800190294957,60.0,7,0,0,1,0.0,0,2.0,0,2008
1099,5,7,2,0,5,0,1,1240.0,2.0,0.0,0,2.0,0,1,0,1240,1,0,93,140,2,3.0,8556,0,20,1240,2,0,1.0,2107,2006.0,2006,2006,0,1240.0,2.0,826.0,0.0,1.0,1.4709800190294957,74.0,5,0,0,3,0.0,0,2.0,0,2007
1100,7,5,2,0,6,0,0,988.0,2.0,0.0,0,2.0,0,0,0,988,1,0,0,0,1,2.0,9100,0,20,988,3,1,1.0,2486,1977.0,1962,1962,0,952.0,1.0,624.0,36.0,-1.0,1.4709800190294957,70.0,4,0,0,3,51.0,0,2.0,0,2006
1101,5,5,2,0,8,0,0,1560.0,2.0,0.0,0,2.0,0,0,0,1560,2,0,0,0,2,3.0,8668,0,90,1560,4,0,1.0,1911,1968.0,1968,1968,0,1560.0,1.0,792.0,0.0,-1.0,1.4709800190294957,63.0,5,0,0,1,0.0,0,2.0,0,2007
1102,6,5,2,0,6,0,0,1078.0,2.0,0.0,211,2.0,0,0,0,1368,1,0,41,0,2,1.0,11767,900,20,1368,3,0,1.0,896,1950.0,1950,1950,0,0.0,0.0,195.0,1078.0,0.0,1.4709800190294957,70.0,5,0,0,1,0.0,0,2.0,0,2009
1103,5,7,2,0,7,0,1,1473.0,2.0,0.0,0,2.0,0,1,0,1484,1,0,35,0,2,2.0,8400,0,20,1484,3,0,1.0,272,2004.0,2004,2005,144,761.0,2.0,606.0,712.0,1.0,1.4709800190294957,70.0,5,0,0,3,109.0,0,3.0,0,2010
1104,7,8,2,1,4,0,0,1226.0,2.0,0.0,0,2.0,0,1,0,1226,1,0,78,133,2,2.0,3874,0,120,1226,1,0,1.0,2521,1980.0,1980,1980,0,419.0,2.0,484.0,807.0,2.0,0.0,40.0,5,0,0,1,0.0,0,2.0,0,2006
1105,7,6,2,1,6,0,1,1160.0,2.0,0.0,0,2.0,0,0,0,1169,1,0,26,0,2,2.0,8076,0,20,1169,3,0,1.0,2324,1993.0,1993,1994,0,455.0,2.0,402.0,705.0,-1.0,1.0,69.05520046484602,6,0,0,2,112.0,144,2.5,0,2006
1106,10,7,2,2,6,616,0,725.0,2.0,483.0,0,2.0,0,0,0,1651,1,0,46,460,2,1.0,10090,0,80,1035,4,0,1.0,1953,1963.0,1963,1999,0,0.0,1.0,276.0,242.0,1.0,1.0,93.0,5,0,0,1,364.0,165,2.5,0,2007
1107,5,4,2,1,3,0,0,816.0,0.0,0.0,0,0.0,0,0,0,816,1,0,0,0,2,1.0,8877,0,20,816,2,0,1.0,887,1958.0,1938,1958,0,126.0,1.0,288.0,690.0,0.0,2.0,67.0,6,0,0,3,0.0,0,2.0,0,2009
1108,2,7,2,0,6,0,1,1564.0,2.0,0.0,0,2.0,0,1,0,1564,1,0,24,0,2,3.0,11058,0,20,1564,3,0,1.0,1479,2007.0,2007,2007,0,1508.0,2.0,814.0,56.0,-1.0,1.4709800190294957,85.0,6,0,0,3,212.0,0,2.0,0,2008
1109,4,6,2,1,7,691,0,482.0,2.0,0.0,212,4.0,0,0,0,1912,2,0,25,0,2,2.0,10800,0,190,1221,3,0,1.0,1317,2003.0,1905,2000,0,482.0,0.0,672.0,0.0,-1.0,1.0,60.0,7,0,0,3,0.0,0,2.0,0,2008
1110,4,7,2,1,6,0,1,1510.0,2.0,0.0,0,2.0,0,1,0,1525,1,0,18,100,2,2.0,10936,0,20,1525,3,0,1.0,1750,2006.0,2006,2006,0,1510.0,2.0,534.0,0.0,1.0,2.0,59.0,5,0,0,3,0.0,0,2.5,0,2007
1111,7,6,2,1,8,728,1,728.0,2.0,0.0,0,2.0,0,1,0,1456,1,0,24,0,2,2.0,8461,0,60,728,3,0,1.0,2815,2005.0,2005,2006,0,728.0,2.0,390.0,0.0,-1.0,2.0,65.0,5,0,0,3,0.0,0,2.5,0,2006
1112,7,5,2,0,7,665,0,396.0,2.0,0.0,45,2.0,0,-1,0,1330,1,0,72,0,2,1.0,7518,0,70,665,3,0,0.0,2692,2001.0,1910,2004,0,396.0,0.0,390.0,0.0,-1.0,1.4709800190294957,60.0,8,0,1,2,0.0,0,1.0,0,2006
1113,7,7,2,1,7,880,1,840.0,2.0,0.0,0,2.0,0,1,0,1720,1,0,48,138,2,2.0,8010,0,60,840,3,0,1.0,1090,2002.0,2002,2003,0,840.0,2.0,400.0,0.0,-1.0,2.0,69.05520046484602,5,0,0,3,0.0,0,2.5,0,2008
1114,6,5,2,1,6,0,0,793.0,2.0,0.0,0,2.0,0,0,0,1280,1,0,40,140,2,2.0,10050,0,85,1280,3,0,1.0,1912,1966.0,1966,1966,0,191.0,1.0,432.0,602.0,1.0,1.0,69.05520046484602,6,0,0,3,87.0,0,2.5,0,2007
1115,10,8,2,0,5,0,1,1166.0,2.0,0.0,0,2.0,0,1,0,1179,1,0,108,0,2,2.0,4740,0,120,1179,2,0,1.0,1634,1988.0,1988,1988,0,918.0,2.0,480.0,248.0,2.0,1.4709800190294957,38.0,5,0,0,2,0.0,135,3.0,0,2007
1116,4,5,2,0,5,0,0,850.0,2.0,0.0,116,2.0,0,1,1,960,1,0,0,0,1,2.0,6978,0,30,960,2,0,1.0,1974,1981.0,1926,1980,0,850.0,1.0,576.0,0.0,-1.0,1.4709800190294957,60.0,7,0,1,1,0.0,0,1.0,0,2007
1117,3,10,3,2,8,0,1,2633.0,2.0,0.0,0,2.0,0,2,0,2633,1,0,140,314,2,3.0,11400,0,20,2633,2,0,1.0,1764,2001.0,2001,2002,0,1351.0,3.0,804.0,1282.0,2.0,2.0,69.05520046484602,5,0,0,3,705.0,0,3.5,0,2007
1118,6,6,2,0,6,0,0,988.0,2.0,0.0,0,2.0,0,1,0,988,1,0,0,156,2,1.0,9240,0,20,988,3,0,1.0,634,1959.0,1959,1998,0,280.0,1.0,297.0,708.0,-1.0,1.4709800190294957,66.0,8,0,0,1,0.0,0,3.0,0,2009
1119,4,7,2,0,4,0,0,1061.0,2.0,6.0,0,2.0,0,0,0,1055,1,0,32,108,2,1.0,2304,0,120,1055,2,0,1.0,1683,1978.0,1978,1978,0,423.0,2.0,319.0,632.0,-1.0,1.4709800190294957,24.0,7,0,0,1,0.0,0,2.0,0,2007
1120,4,5,2,0,6,0,0,1290.0,2.0,0.0,64,2.0,0,0,0,1422,1,0,0,0,2,1.0,7223,0,30,1422,3,0,1.0,2199,1973.0,1926,1950,0,971.0,1.0,352.0,319.0,0.0,1.4709800190294957,54.0,5,0,0,1,0.0,0,1.0,0,2007
1121,6,6,2,0,5,690,1,630.0,2.0,0.0,0,2.0,0,0,0,1320,1,0,48,0,2,2.0,3612,0,160,630,3,0,1.0,2789,1993.0,1993,1994,0,292.0,2.0,484.0,338.0,-1.0,1.4709800190294957,69.05520046484602,5,0,0,3,0.0,0,2.5,0,2006
1122,6,7,3,1,6,0,1,1675.0,2.0,0.0,0,2.0,0,1,0,1688,1,0,48,0,2,2.0,12680,0,20,1688,2,0,2.0,1018,1988.0,1988,1988,0,692.0,2.0,528.0,983.0,0.0,4.0,63.0,6,0,0,3,102.0,141,3.0,0,2008
1123,2,7,2,1,5,0,1,1300.0,2.0,0.0,0,2.0,0,0,0,1341,1,0,0,192,2,2.0,10176,0,20,1341,2,0,1.0,14,1990.0,1990,1990,0,663.0,2.0,506.0,637.0,2.0,-1.0,85.0,5,0,0,2,0.0,0,2.5,0,2010
1124,7,5,2,0,6,0,0,911.0,2.0,0.0,0,2.0,0,0,0,954,1,0,0,0,2,2.0,10780,0,80,954,3,0,1.0,2782,1976.0,1976,1976,0,428.0,1.0,576.0,483.0,1.0,1.4709800190294957,55.0,5,0,0,2,0.0,0,1.0,0,2006
1125,5,3,2,0,6,0,0,0.0,2.0,0.0,0,2.0,0,0,0,1040,2,0,0,0,2,2.0,8544,0,90,1040,2,0,1.0100200400801602,2626,1949.0,1949,1950,0,0.0,1.5861723446893787,400.0,0.0,-0.32363271450075265,1.4709800190294957,69.05520046484602,4,0,0,0,340.0,0,2.0,0,2006
1126,6,7,2,1,7,917,1,858.0,2.0,0.0,0,2.0,0,0,0,1789,1,0,0,0,2,2.0,10646,0,60,872,3,0,1.0,1175,2001.0,2001,2001,0,177.0,1.0,546.0,681.0,-1.0,1.0,79.0,5,0,0,3,513.0,0,3.5,0,2008
1127,7,6,2,1,7,0,0,1319.0,2.0,0.0,0,2.0,0,1,0,1537,1,0,36,0,2,2.0,8400,0,20,1537,3,0,1.0,1232,1962.0,1962,2005,0,1319.0,1.0,462.0,0.0,-1.0,2.0,80.0,9,0,1,1,237.0,0,2.5,0,2008
1128,6,5,2,0,4,0,0,884.0,2.0,0.0,0,2.0,0,0,0,884,1,0,0,0,2,1.0,15428,0,20,884,2,0,1.0,2590,1951.0,1951,1991,0,143.0,1.0,270.0,741.0,-1.0,1.4709800190294957,85.0,6,0,0,3,0.0,195,2.0,0,2006
1129,6,8,2,1,7,0,1,1489.0,2.0,0.0,0,2.0,0,1,0,1489,1,0,140,0,2,2.0,11216,0,20,1489,3,0,2.0,2463,2006.0,2006,2006,0,1489.0,2.0,776.0,0.0,-1.0,2.0,81.0,5,0,0,3,0.0,0,2.0,0,2006
1130,1,6,2,1,5,0,0,1040.0,2.0,377.0,0,2.0,0,0,0,1309,1,0,0,265,2,2.0,10140,0,20,1309,3,0,1.0,2358,1974.0,1974,1999,0,0.0,1.0,484.0,663.0,-1.0,0.0,78.0,6,1,0,0,99.0,0,2.5,648,2006
1131,6,6,2,1,10,1230,0,942.0,2.0,0.0,0,2.0,0,0,0,2521,1,0,20,728,2,2.0,3964,0,160,1291,5,0,1.0,2911,1973.0,1973,1973,0,105.0,2.0,576.0,837.0,-1.0,2.0,42.0,4,0,0,2,0.0,0,3.5,0,2006
1132,5,8,2,1,7,0,1,1626.0,2.0,0.0,0,2.0,0,1,0,1634,1,0,44,0,2,3.0,11428,0,20,1634,3,0,1.0,1699,2006.0,2006,2006,0,1626.0,2.0,866.0,0.0,-1.0,2.0,98.0,5,0,0,3,248.0,0,2.0,0,2007
1133,3,7,2,1,7,734,1,980.0,2.0,0.0,156,2.0,0,0,0,1714,1,0,66,228,2,2.0,10421,500,60,980,3,0,1.0,115,1988.0,1988,1988,0,586.0,2.0,496.0,394.0,-1.0,1.0,80.0,5,0,0,1,42.0,0,2.5,0,2010
1134,2,7,2,1,8,1142,0,819.0,2.0,0.0,150,2.0,0,0,0,2454,1,0,148,0,2,2.0,13500,0,75,1312,3,0,1.0,1998,1950.0,1879,1987,0,819.0,1.0,576.0,0.0,-1.0,2.0,75.0,8,0,1,1,0.0,0,2.0,0,2007
1135,8,6,2,0,5,0,0,1216.0,2.0,0.0,0,2.0,0,0,1,1216,1,0,0,0,1,1.0,9000,0,20,1216,3,0,1.0,589,1969.0,1969,1969,0,261.0,1.0,336.0,955.0,1.0,1.4709800190294957,75.0,5,0,0,1,200.0,0,2.0,0,2009
1136,10,8,2,1,7,0,1,1419.0,2.0,0.0,0,2.0,0,1,0,1419,1,0,0,140,2,2.0,8089,0,20,1419,2,0,1.0,1641,2007.0,2007,2007,0,474.0,2.0,567.0,945.0,1.0,2.0,60.0,6,0,0,3,0.0,0,3.0,0,2007
1137,10,6,2,0,4,0,0,945.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,980,0,0,0,0,2,0.0,9400,0,90,980,4,0,2.0,2821,1978.7077955601446,1975,1975,0,0.0,2.0,0.0,945.0,2.0,1.4709800190294957,35.0,5,0,0,1,250.0,0,3.0,0,2006
1138,9,6,2,0,4,804,1,756.0,2.0,0.0,0,2.0,0,1,0,1573,1,0,32,0,2,2.0,2117,0,160,769,3,0,1.0,1846,2000.0,2000,2000,0,339.0,2.0,440.0,417.0,-1.0,1.4709800190294957,24.0,5,0,0,3,216.0,0,2.5,0,2007
1139,6,6,2,1,9,1285,1,1158.0,2.0,0.0,0,2.0,0,1,0,2443,1,0,127,193,2,3.0,10625,0,60,1158,4,0,1.0,1805,2004.0,2004,2004,0,1158.0,2.0,744.0,0.0,1.0,2.0,85.0,5,0,0,3,353.0,0,2.5,0,2007
