,Mo Sold,Overall Qual,Kitchen Qual,Fireplaces,TotRms AbvGrd,2nd Flr SF,newer_build,Total Bsmt SF,Garage Cond,BsmtFin SF 2,Enclosed Porch,Garage Qual,off_site,Exter Qual,street,Gr Liv Area,Kitchen AbvGr,Low Qual Fin SF,Open Porch SF,Wood Deck SF,normal,Garage Cars,Lot Area,Misc Val,MS SubClass,1st Flr SF,Bedroom AbvGr,close_to_rail,Bsmt Cond,Id,Garage Yr Blt,Year Built,Year Remod/Add,3Ssn Porch,Bsmt Unf SF,Bsmt Qual,Garage Area,BsmtFin SF 1,Bsmt Exposure,Fireplace Qu,Lot Frontage,Overall Cond,Pool QC,Exter Cond,Heating QC,Mas Vnr Area,Screen Porch,total_bath,Pool Area,Yr Sold,Gr Liv Area^2,Lot Area^2,Overall Qual^2,Year Built^2,Year Remod/Add^2,BsmtFin SF 1^2,Lot Frontage^2,interact 1
835,10,8,2,1,8,1234,1,1286.0,2.0,1039.0,0,2.0,0,1,0,2799,1,0,136,432,2,3.0,12585,0,60,1565,3,0,1.0,2454,1993.0,1993,1993,0,0.0,2.0,704.0,247.0,-1.0,1.0,69.05520046484602,5,0,0,3,420.0,0,3.5,0,2006,7834401,158382225,64,3972049,3972049,61009.0,4768.620711240071,12585
836,7,7,2,1,8,728,1,728.0,2.0,0.0,0,2.0,0,1,0,1456,1,0,0,0,2,2.0,11103,0,60,728,3,0,1.0,2106,2006.0,2006,2006,0,728.0,2.0,440.0,0.0,-1.0,1.0,85.0,5,0,0,3,0.0,0,2.5,0,2007,2119936,123276609,49,4024036,4024036,0.0,7225.0,11103
837,9,8,2,0,6,0,1,1587.0,2.0,0.0,0,2.0,0,1,0,1734,1,0,50,52,2,2.0,8013,0,120,1734,2,0,1.0,353,1995.0,1995,1996,0,846.0,2.0,528.0,741.0,-1.0,1.4709800190294957,57.0,5,0,0,3,0.0,0,3.0,0,2009,3006756,64208169,64,3980025,3984016,549081.0,3249.0,8013
838,2,9,3,1,6,0,1,1504.0,2.0,0.0,0,2.0,0,1,0,1531,1,0,52,184,2,3.0,10872,0,20,1531,2,0,2.0,441,2006.0,2006,2006,0,467.0,3.0,700.0,1037.0,1.0,2.0,77.0,5,0,0,3,122.0,0,3.0,0,2009,2343961,118200384,81,4024036,4024036,1075369.0,5929.0,10872
839,4,8,2,1,6,0,1,1922.0,2.0,0.0,0,2.0,0,1,0,1922,1,0,64,201,2,3.0,11305,0,20,1922,2,0,1.0,2270,2002.0,2002,2002,0,593.0,2.0,692.0,1329.0,1.0,4.0,80.0,5,0,0,3,886.0,0,3.0,0,2007,3694084,127803025,64,4008004,4008004,1766241.0,6400.0,11305
840,6,5,2,1,6,0,0,1144.0,2.0,0.0,0,2.0,0,0,0,1144,1,0,0,0,2,1.0,9100,0,20,1144,3,0,1.0,1924,1960.0,1960,1960,0,1144.0,1.0,336.0,0.0,-1.0,2.0,70.0,5,0,0,1,69.0,0,1.0,0,2007,1308736,82810000,25,3841600,3841600,0.0,4900.0,0
841,4,7,2,2,5,0,0,1385.0,2.0,1063.0,0,2.0,0,0,0,1363,1,0,0,81,2,2.0,39104,0,20,1363,2,0,1.0,1402,1954.0,1954,2005,0,96.0,2.0,439.0,226.0,2.0,1.0,73.0,7,0,0,3,0.0,0,2.0,0,2008,1857769,1529122816,49,3818116,4020025,51076.0,5329.0,0
842,11,9,3,1,7,0,1,1858.0,2.0,0.0,0,2.0,0,2,0,1866,1,0,48,0,2,3.0,10110,0,120,1866,2,0,1.0,1070,2008.0,2008,2008,0,1486.0,2.0,870.0,372.0,-1.0,2.0,58.0,5,0,0,3,492.0,0,3.0,0,2008,3481956,102212100,81,4032064,4032064,138384.0,3364.0,10110
843,5,3,2,1,6,0,0,1007.0,0.0,0.0,48,2.0,0,0,0,1077,1,0,100,0,2,1.0,9786,0,30,1077,3,0,0.0,2696,1922.0,1922,1950,0,1007.0,1.0,210.0,0.0,-1.0,2.0,60.0,4,0,0,0,0.0,0,1.0,0,2006,1159929,95765796,9,3694084,3802500,0.0,3600.0,0
844,7,8,2,0,5,0,1,1550.0,2.0,0.0,0,2.0,0,1,0,1550,1,0,102,0,2,2.0,5330,0,120,1550,2,0,1.0,1840,2007.0,2006,2007,0,1550.0,2.0,528.0,0.0,-1.0,1.4709800190294957,30.0,5,0,0,3,99.69590931493346,0,2.5,0,2007,2402500,28408900,64,4024036,4028049,0.0,900.0,5330
845,7,7,3,1,5,0,1,1594.0,2.0,0.0,0,2.0,0,1,0,1646,1,0,53,128,2,2.0,3811,0,120,1646,2,0,1.0,1562,2004.0,2004,2005,0,120.0,3.0,482.0,1474.0,2.0,2.0,44.0,5,0,0,3,174.0,155,3.5,0,2008,2709316,14523721,49,4016016,4020025,2172676.0,1936.0,3811
846,3,7,2,0,5,0,1,1248.0,2.0,0.0,0,2.0,0,1,0,1248,1,0,0,108,2,2.0,3010,0,120,1248,2,0,1.0,2426,2005.0,2005,2006,0,1232.0,2.0,438.0,16.0,1.0,1.4709800190294957,43.0,5,0,0,3,16.0,0,2.0,0,2006,1557504,9060100,49,4020025,4024036,256.0,1849.0,3010
847,6,7,2,0,5,0,1,1235.0,2.0,0.0,0,2.0,0,1,0,1245,1,0,100,0,2,2.0,3435,0,120,1245,1,0,1.0,1162,2004.0,2004,2005,0,1211.0,2.0,495.0,24.0,-1.0,1.4709800190294957,37.0,5,0,0,3,0.0,0,2.0,0,2008,1550025,11799225,49,4016016,4020025,576.0,1369.0,3435
848,2,6,2,0,6,0,0,1052.0,2.0,264.0,0,2.0,0,0,0,1052,1,0,133,0,2,1.0,10800,0,20,1052,3,0,1.0,1874,1963.0,1963,1963,0,171.0,1.0,311.0,617.0,-1.0,1.4709800190294957,80.0,5,0,0,1,203.0,0,2.0,0,2007,1106704,116640000,36,3853369,3853369,380689.0,6400.0,0
849,5,6,2,0,8,0,0,1829.0,2.0,0.0,0,2.0,0,0,0,1829,1,0,76,0,2,2.0,10456,0,20,1829,4,0,1.0,111,1967.0,1967,1967,0,1323.0,1.0,535.0,506.0,-1.0,1.4709800190294957,69.05520046484602,6,0,0,2,120.0,0,3.0,0,2010,3345241,109327936,36,3869089,3869089,256036.0,4768.620711240071,0
850,4,4,2,0,4,0,0,952.0,2.0,0.0,0,2.0,0,0,0,952,1,0,0,0,2,1.0,8475,0,20,952,2,0,1.0,1207,1956.0,1956,1956,0,724.0,1.0,283.0,228.0,-1.0,1.4709800190294957,69.05520046484602,7,0,0,3,0.0,0,1.0,0,2008,906304,71825625,16,3825936,3825936,51984.0,4768.620711240071,0
851,2,7,2,0,7,0,1,1480.0,2.0,0.0,0,2.0,0,1,0,1480,1,0,73,252,2,2.0,8197,300,20,1480,3,0,1.0,140,2003.0,2003,2009,0,292.0,2.0,620.0,1188.0,-1.0,1.4709800190294957,70.0,5,0,0,3,506.0,0,3.0,0,2010,2190400,67190809,49,4012009,4036081,1411344.0,4900.0,8197
852,9,8,2,1,7,0,1,1844.0,2.0,0.0,0,2.0,0,1,0,1844,1,0,44,165,2,2.0,10994,0,20,1844,2,0,2.0,545,2005.0,2005,2006,0,868.0,2.0,620.0,976.0,-1.0,2.0,88.0,5,0,0,3,366.0,0,3.0,0,2009,3400336,120868036,64,4020025,4024036,952576.0,7744.0,10994
853,5,6,2,0,5,672,0,825.0,2.0,162.0,0,2.0,0,0,0,1497,1,0,0,272,2,1.0,6000,0,50,825,3,0,1.0,1338,2004.0,1937,2000,0,462.0,1.0,672.0,201.0,-1.0,1.4709800190294957,50.0,7,0,1,3,0.0,0,2.0,0,2008,2241009,36000000,36,3751969,4000000,40401.0,2500.0,0
854,8,5,2,0,5,0,0,976.0,2.0,0.0,0,2.0,0,0,1,976,1,0,0,160,1,1.0,7288,0,30,976,2,0,1.0,2873,1942.0,1942,1950,0,671.0,1.0,215.0,305.0,0.0,1.4709800190294957,50.0,6,0,0,1,0.0,0,2.0,0,2006,952576,53114944,25,3771364,3802500,93025.0,2500.0,0
855,8,5,2,0,5,0,0,876.0,2.0,0.0,44,2.0,0,0,0,964,1,0,0,0,2,2.0,13360,0,30,964,2,0,1.0,924,1921.0,1921,2006,0,163.0,2.0,432.0,713.0,-1.0,1.4709800190294957,80.0,7,0,1,3,0.0,0,2.0,0,2009,929296,178489600,25,3690241,4024036,508369.0,6400.0,0
856,6,7,2,0,6,0,1,1490.0,2.0,0.0,0,2.0,0,1,0,1501,1,0,29,144,2,2.0,10335,0,20,1501,3,0,1.0,844,1999.0,1999,1999,0,811.0,2.0,577.0,679.0,2.0,1.4709800190294957,78.0,5,0,0,3,183.0,0,3.0,0,2009,2253001,106812225,49,3996001,3996001,461041.0,6084.0,10335
857,5,5,2,1,7,0,0,1150.0,2.0,0.0,0,2.0,0,0,0,1560,1,0,0,0,2,1.0,11767,0,20,1560,2,0,1.0,901,1956.0,1956,1956,0,604.0,1.0,313.0,546.0,-1.0,1.0,70.0,5,0,0,3,259.0,0,1.0,0,2009,2433600,138462289,25,3825936,3825936,298116.0,4900.0,0
858,3,6,0,0,14,1440,0,1440.0,1.9566339700567887,0.0,0,1.9385647909137842,0,-1,1,3395,2,515,110,0,1,0.0,10896,0,190,1440,8,0,0.0,2195,1978.7077955601446,1914,1995,0,1184.0,1.0,0.0,256.0,-1.0,1.4709800190294957,60.0,7,0,0,3,0.0,0,2.0,0,2007,11526025,118722816,36,3663396,3980025,65536.0,3600.0,0
859,5,5,2,0,6,0,0,864.0,2.0,0.0,0,2.0,0,0,0,864,1,0,0,0,2,1.0,5400,0,20,864,3,0,1.0,2081,1958.0,1958,1958,0,411.0,1.0,399.0,453.0,-1.0,1.4709800190294957,60.0,5,0,0,1,0.0,0,1.5,0,2007,746496,29160000,25,3833764,3833764,205209.0,3600.0,0
860,9,7,2,0,6,0,1,1525.0,2.0,0.0,0,2.0,0,1,0,1525,1,0,36,219,2,2.0,9100,0,20,1525,3,0,1.0,2774,2000.0,2000,2000,0,125.0,2.0,541.0,1400.0,1.0,1.4709800190294957,70.0,5,0,0,3,244.0,0,3.0,0,2006,2325625,82810000,49,4000000,4000000,1960000.0,4900.0,9100
861,5,5,2,0,6,0,0,1106.0,2.0,0.0,0,2.0,0,0,0,1190,1,0,18,0,2,2.0,7728,0,90,1190,3,0,1.0,2573,1962.0,1962,1962,0,303.0,1.0,540.0,803.0,1.0,1.4709800190294957,70.0,6,0,0,1,120.0,0,2.0,0,2006,1416100,59721984,25,3849444,3849444,644809.0,4900.0,0
862,3,8,2,0,7,528,1,1302.0,2.0,0.0,0,2.0,0,1,0,1830,1,0,40,0,2,3.0,8778,0,60,1302,3,0,1.0,1793,2006.0,2006,2006,0,1302.0,2.0,859.0,0.0,-1.0,1.4709800190294957,75.0,5,0,0,3,0.0,0,2.5,0,2007,3348900,77053284,64,4024036,4024036,0.0,5625.0,8778
863,8,7,2,0,6,0,1,1500.0,2.0,0.0,0,2.0,0,1,0,1500,1,0,36,192,2,2.0,8487,0,20,1500,3,0,1.0,882,2004.0,2004,2004,0,1480.0,2.0,570.0,20.0,1.0,1.4709800190294957,63.0,5,0,0,3,210.0,0,2.0,0,2009,2250000,72029169,49,4016016,4016016,400.0,3969.0,8487
864,7,7,2,0,6,884,1,826.0,2.0,0.0,0,2.0,0,1,0,1762,1,0,54,320,2,2.0,9930,0,60,878,3,0,1.0,2791,2002.0,2002,2002,0,370.0,2.0,591.0,456.0,-1.0,1.4709800190294957,69.05520046484602,5,0,0,3,199.0,0,2.5,0,2006,3104644,98604900,49,4008004,4008004,207936.0,4768.620711240071,9930
865,5,7,3,2,7,0,0,1902.0,2.0,0.0,162,2.0,1,1,0,1902,1,0,207,0,1,2.0,17500,0,20,1902,3,0,1.0,297,1959.0,1959,2002,0,496.0,2.0,567.0,1406.0,1.0,1.0,100.0,8,0,1,1,0.0,0,3.0,0,2010,3617604,306250000,49,3837681,4008004,1976836.0,10000.0,0
866,9,8,2,1,7,0,1,1614.0,2.0,0.0,0,2.0,1,1,0,1658,1,0,44,144,1,3.0,10206,0,20,1658,3,0,1.0,509,2008.0,2008,2008,0,1614.0,2.0,726.0,0.0,-1.0,2.0,78.0,5,0,0,3,294.0,0,2.5,0,2009,2748964,104162436,64,4032064,4032064,0.0,6084.0,10206
867,8,9,3,1,6,0,1,1498.0,2.0,0.0,0,2.0,0,1,0,1506,1,0,174,0,2,2.0,14587,0,20,1506,2,0,1.0,1115,2008.0,2008,2008,0,1498.0,2.0,592.0,0.0,-1.0,2.0,75.0,5,0,0,3,284.0,0,2.0,0,2008,2268036,212780569,81,4032064,4032064,0.0,5625.0,14587
868,6,5,2,0,5,0,0,864.0,2.0,0.0,0,2.0,0,0,0,899,1,0,0,64,2,1.0,7800,0,20,899,3,0,1.0,773,1967.0,1967,2004,0,414.0,1.0,288.0,450.0,-1.0,1.4709800190294957,65.0,7,0,0,3,89.0,0,1.0,0,2009,808201,60840000,25,3869089,4016016,202500.0,4225.0,0
869,5,5,2,1,7,653,0,297.0,2.0,0.0,0,2.0,0,0,0,1654,1,0,60,244,1,1.0,4960,0,70,1001,3,1,1.0,732,1955.0,1930,1982,0,297.0,1.0,336.0,0.0,-1.0,2.0,50.0,7,0,0,3,0.0,0,2.0,0,2009,2735716,24601600,25,3724900,3928324,0.0,2500.0,0
870,5,5,2,0,5,0,0,520.0,2.0,0.0,0,2.0,0,0,0,912,1,0,90,0,2,1.0,7392,0,30,912,2,0,1.0,1552,1934.0,1930,1995,0,520.0,1.0,360.0,0.0,-1.0,1.4709800190294957,60.0,7,0,0,1,0.0,0,1.0,0,2008,831744,54641664,25,3724900,3980025,0.0,3600.0,0
871,5,5,2,2,5,0,0,1319.0,2.0,0.0,0,2.0,0,0,0,1373,1,0,0,0,2,2.0,7424,0,90,1373,3,0,1.0,226,1978.0,1978,1978,0,0.0,2.0,591.0,1319.0,1.0,1.0,69.05520046484602,5,0,0,1,0.0,0,2.0,0,2010,1885129,55115776,25,3912484,3912484,1739761.0,4768.620711240071,0
872,5,7,2,0,7,739,1,970.0,2.0,0.0,0,2.0,0,1,0,1709,1,0,40,0,2,2.0,2522,0,160,970,3,0,1.0,2830,2004.0,2004,2004,0,970.0,2.0,380.0,0.0,-1.0,1.4709800190294957,24.0,5,0,0,3,50.0,0,2.0,0,2006,2920681,6360484,49,4016016,4016016,0.0,576.0,2522
873,9,5,2,0,5,0,0,816.0,0.0,0.0,96,0.0,0,0,1,816,1,0,0,0,1,1.0,3672,0,30,816,2,0,1.0,2238,1922.0,1922,1950,0,816.0,1.0,100.0,0.0,-1.0,1.4709800190294957,46.0,7,0,0,3,0.0,0,1.0,0,2007,665856,13483584,25,3694084,3802500,0.0,2116.0,0
874,8,6,2,0,5,0,1,384.0,2.0,270.0,0,2.0,0,0,0,1091,1,0,0,280,2,1.0,7706,700,80,1091,2,0,1.0,982,1993.0,1993,1996,0,0.0,2.0,429.0,114.0,1.0,1.4709800190294957,62.0,5,0,1,3,0.0,0,1.5,0,2009,1190281,59382436,36,3972049,3984016,12996.0,3844.0,7706
875,6,6,2,0,5,0,0,1081.0,2.0,0.0,0,2.0,0,0,0,1081,1,0,82,36,2,1.0,12929,0,20,1081,3,0,1.0,1265,1960.0,1960,1993,0,384.0,1.0,401.0,697.0,2.0,1.4709800190294957,69.05520046484602,6,0,0,1,276.0,0,2.0,0,2008,1168561,167159041,36,3841600,3972049,485809.0,4768.620711240071,0
876,5,5,2,0,5,0,0,1024.0,2.0,0.0,0,2.0,0,0,0,1020,1,0,0,171,2,1.0,9316,0,20,1020,3,0,1.0,559,1965.0,1965,1965,0,480.0,1.0,288.0,544.0,-1.0,1.4709800190294957,69.05520046484602,5,0,0,2,0.0,0,2.0,0,2009,1040400,86787856,25,3861225,3861225,295936.0,4768.620711240071,0
877,7,7,3,0,6,0,0,944.0,2.0,0.0,0,2.0,0,2,0,999,1,0,76,144,2,2.0,12122,0,85,999,3,0,1.0,1203,1961.0,1961,2007,0,77.0,1.0,588.0,867.0,1.0,1.4709800190294957,69.05520046484602,9,0,0,2,210.0,0,2.0,0,2008,998001,146942884,49,3845521,4028049,751689.0,4768.620711240071,0
878,8,4,2,0,8,0,0,1440.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,1440,2,0,0,321,2,0.0,7711,0,90,1440,4,0,1.0,2083,1978.7077955601446,1977,1977,0,0.0,2.0,0.0,1440.0,2.0,1.4709800190294957,42.0,3,0,0,1,0.0,0,4.0,0,2007,2073600,59459521,16,3908529,3908529,2073600.0,1764.0,0
879,3,7,2,1,7,900,1,853.0,2.0,0.0,0,2.0,0,1,0,1753,1,0,74,0,2,2.0,12352,0,60,853,3,0,1.0,2130,1998.0,1998,1999,0,215.0,2.0,534.0,638.0,-1.0,0.0,43.0,5,0,0,3,290.0,0,3.5,0,2007,3073009,152571904,49,3992004,3996001,407044.0,1849.0,12352
880,1,8,2,1,8,848,1,1100.0,2.0,0.0,0,2.0,0,1,0,1964,1,0,70,200,1,2.0,12447,0,60,1116,3,1,2.0,2455,2005.0,2005,2006,0,1100.0,2.0,760.0,0.0,-1.0,2.0,75.0,5,0,0,3,192.0,0,2.5,0,2006,3857296,154927809,64,4020025,4024036,0.0,5625.0,12447
881,6,7,2,0,6,0,1,1141.0,2.0,0.0,0,2.0,0,1,0,1141,1,0,0,182,2,2.0,7500,0,20,1141,3,0,2.0,535,2006.0,2006,2006,0,1087.0,2.0,484.0,54.0,-1.0,1.4709800190294957,63.0,5,0,0,3,0.0,0,2.5,0,2009,1301881,56250000,49,4024036,4024036,2916.0,3969.0,7500
882,7,7,2,0,5,0,0,832.0,2.0,0.0,0,2.0,0,0,0,854,1,0,112,48,2,2.0,6120,0,45,854,2,0,1.0,2019,1991.0,1929,2001,0,832.0,1.0,576.0,0.0,-1.0,1.4709800190294957,51.0,8,0,0,3,0.0,0,1.0,0,2007,729316,37454400,49,3721041,4004001,0.0,2601.0,0
883,5,6,2,0,5,297,0,770.0,2.0,0.0,0,0.0,0,0,0,1182,1,0,0,0,2,1.0,9576,0,50,885,3,0,1.0,2655,1945.0,1945,1950,0,460.0,0.0,378.0,310.0,-1.0,1.4709800190294957,56.0,7,0,0,1,0.0,0,1.5,0,2006,1397124,91699776,36,3783025,3802500,96100.0,3136.0,0
884,5,9,3,1,8,466,1,1606.0,2.0,0.0,0,2.0,0,2,0,2091,1,0,84,194,2,2.0,9942,0,60,1625,3,0,2.0,2391,2005.0,2005,2006,0,316.0,3.0,521.0,1290.0,1.0,2.0,82.0,5,0,0,3,385.0,0,3.5,0,2006,4372281,98843364,81,4020025,4024036,1664100.0,6724.0,9942
885,4,4,2,0,4,0,0,576.0,2.0,0.0,0,2.0,0,0,0,985,1,0,0,0,2,2.0,7898,0,30,985,2,0,1.0,154,1989.0,1920,1994,0,576.0,1.0,676.0,0.0,-1.0,1.4709800190294957,65.0,7,0,0,2,0.0,0,1.5,0,2010,970225,62378404,16,3686400,3976036,0.0,4225.0,0
886,8,7,2,1,6,717,1,729.0,2.0,0.0,0,2.0,0,0,0,1446,1,0,22,264,2,2.0,21872,0,60,729,3,0,1.0,999,1996.0,1996,1997,0,125.0,2.0,406.0,604.0,2.0,1.0,57.0,5,0,0,3,0.0,0,3.0,0,2008,2090916,478384384,49,3984016,3988009,364816.0,3249.0,21872
887,3,7,2,1,8,866,0,1160.0,2.0,0.0,0,2.0,0,0,0,2022,1,0,117,288,2,2.0,10005,0,60,1156,4,0,1.0,1400,1977.0,1977,1977,0,768.0,2.0,505.0,392.0,-1.0,1.0,83.0,5,0,0,3,299.0,0,2.5,0,2008,4088484,100100025,49,3908529,3908529,153664.0,6889.0,0
888,9,7,2,1,8,1101,1,847.0,2.0,0.0,0,2.0,0,1,0,1948,1,0,48,100,2,2.0,12393,0,60,847,4,0,1.0,2807,2004.0,2004,2005,0,847.0,2.0,434.0,0.0,-1.0,2.0,41.0,5,0,0,3,0.0,0,2.5,0,2006,3794704,153586449,49,4016016,4020025,0.0,1681.0,12393
889,6,8,2,0,6,804,1,768.0,2.0,0.0,0,2.0,0,1,0,1590,1,0,30,0,2,2.0,9000,0,60,786,3,0,1.0,516,2008.0,2008,2008,0,768.0,2.0,676.0,0.0,-1.0,1.4709800190294957,75.0,5,0,0,3,0.0,0,2.5,0,2009,2528100,81000000,64,4032064,4032064,0.0,5625.0,9000
890,7,7,2,1,8,1101,1,847.0,2.0,0.0,0,2.0,0,1,0,1948,1,0,48,0,2,2.0,7875,0,60,847,4,0,1.0,1753,2003.0,2003,2003,0,847.0,2.0,434.0,0.0,-1.0,2.0,63.0,5,0,0,3,16.0,0,2.5,0,2007,3794704,62015625,49,4012009,4012009,0.0,3969.0,7875
891,7,4,2,0,6,567,0,672.0,2.0,0.0,0,2.0,0,0,0,1324,1,0,0,0,2,1.0,6000,0,50,757,3,0,1.0,734,1936.0,1936,1950,0,0.0,1.0,240.0,672.0,-1.0,1.4709800190294957,50.0,6,0,0,1,0.0,0,1.0,0,2009,1752976,36000000,16,3748096,3802500,451584.0,2500.0,0
892,7,6,2,1,7,0,0,1425.0,2.0,0.0,0,2.0,0,0,0,1425,1,0,0,0,2,2.0,10175,0,20,1425,3,0,1.0,1209,1964.0,1964,1964,407,935.0,1.0,576.0,490.0,-1.0,2.0,100.0,5,0,0,2,272.0,0,2.0,0,2008,2030625,103530625,36,3857296,3857296,240100.0,10000.0,0
893,9,5,2,0,10,915,0,662.0,2.0,0.0,0,2.0,0,0,0,2337,2,0,57,0,2,2.0,13600,0,190,1422,5,0,1.0,1994,1945.0,1900,1950,0,662.0,1.0,560.0,0.0,-1.0,1.4709800190294957,85.0,5,0,0,1,0.0,0,2.0,0,2007,5461569,184960000,25,3610000,3802500,0.0,7225.0,0
894,10,5,2,0,4,0,0,822.0,2.0,259.0,0,2.0,0,0,0,908,1,0,24,284,2,2.0,12172,0,45,908,2,0,1.0,1901,1975.0,1940,1996,0,433.0,1.0,512.0,130.0,-1.0,1.4709800190294957,85.0,7,0,0,1,0.0,192,1.0,0,2007,824464,148157584,25,3763600,3984016,16900.0,7225.0,0
895,9,7,2,0,8,754,1,738.0,2.0,0.0,0,2.0,0,1,0,1492,1,0,32,0,1,2.0,10237,0,60,738,3,1,1.0,2413,2006.0,2006,2006,0,738.0,2.0,440.0,0.0,-1.0,1.4709800190294957,65.0,5,0,0,3,0.0,0,2.5,0,2006,2226064,104796169,49,4024036,4024036,0.0,4225.0,10237
896,7,5,2,0,6,0,0,1150.0,2.0,0.0,0,2.0,0,0,0,1150,1,0,0,0,2,1.0,7000,0,20,1150,3,0,1.0,2630,1961.0,1961,1961,0,369.0,1.0,288.0,781.0,-1.0,1.4709800190294957,70.0,4,0,0,1,0.0,162,1.0,0,2006,1322500,49000000,25,3845521,3845521,609961.0,4900.0,0
897,12,7,2,1,9,1017,1,1080.0,2.0,531.0,0,2.0,0,1,0,2097,1,0,187,196,2,3.0,11228,0,60,1080,3,0,1.0,1428,1993.0,1993,1993,0,499.0,2.0,678.0,50.0,-1.0,1.0,59.0,5,0,0,3,0.0,0,3.0,0,2008,4397409,126067984,49,3972049,3972049,2500.0,3481.0,11228
898,5,5,2,0,6,0,0,1256.0,2.0,488.0,0,2.0,0,0,0,1256,1,0,240,0,2,1.0,8000,0,20,1256,3,0,1.0,1271,1959.0,1959,1959,0,292.0,1.0,311.0,476.0,-1.0,1.4709800190294957,80.0,6,0,0,2,0.0,0,2.5,0,2008,1577536,64000000,25,3837681,3837681,226576.0,6400.0,0
899,8,8,2,1,8,844,1,1095.0,2.0,0.0,0,2.0,0,1,0,1939,1,0,51,192,2,3.0,10728,0,60,1095,3,0,1.0,2464,2006.0,2006,2006,0,1095.0,2.0,1053.0,0.0,0.0,2.0,84.0,5,0,0,2,0.0,0,2.5,0,2006,3759721,115089984,64,4024036,4024036,0.0,7056.0,10728
900,8,5,2,0,7,750,0,816.0,2.0,0.0,296,2.0,0,0,0,1566,1,0,0,24,2,2.0,6000,0,50,816,5,0,1.0,2653,1976.0,1924,1950,0,816.0,1.0,450.0,0.0,-1.0,1.4709800190294957,50.0,7,0,1,3,145.0,0,1.5,0,2006,2452356,36000000,25,3701776,3802500,0.0,2500.0,0
901,5,4,2,0,4,0,0,784.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,784,1,0,0,112,2,0.0,6931,0,190,784,2,0,1.0,1505,1978.7077955601446,1955,1955,0,0.0,1.0,0.0,784.0,1.0,1.4709800190294957,56.0,5,0,0,1,0.0,0,2.0,0,2008,614656,48038761,16,3822025,3822025,614656.0,3136.0,0
902,6,8,2,1,7,0,1,1489.0,2.0,0.0,0,2.0,0,1,0,1500,1,0,38,144,2,2.0,8760,0,20,1500,3,0,1.0,2110,2005.0,2006,2006,0,1453.0,2.0,674.0,36.0,-1.0,2.0,73.0,5,0,0,3,132.0,0,2.0,0,2007,2250000,76737600,64,4024036,4024036,1296.0,5329.0,8760
903,3,9,2,1,8,0,1,1833.0,2.0,0.0,0,2.0,0,1,0,1850,1,0,112,519,2,3.0,16033,0,20,1850,3,0,1.0,2386,2004.0,2004,2005,0,572.0,3.0,772.0,1261.0,2.0,2.0,98.0,5,0,0,3,378.0,0,3.0,0,2006,3422500,257057089,81,4016016,4020025,1590121.0,9604.0,16033
904,7,6,2,1,8,702,1,789.0,2.0,0.0,0,2.0,0,1,0,1515,1,0,75,0,2,2.0,9024,0,60,813,3,0,1.0,1086,2004.0,2004,2004,0,789.0,2.0,393.0,0.0,-1.0,2.0,80.0,5,0,0,3,0.0,0,2.5,0,2008,2295225,81432576,36,4016016,4016016,0.0,6400.0,9024
905,4,8,2,0,8,0,1,1518.0,2.0,0.0,0,2.0,0,1,0,1537,1,0,26,0,2,3.0,11563,0,20,1537,3,0,1.0,1574,2007.0,2006,2007,0,482.0,3.0,788.0,1036.0,2.0,1.4709800190294957,74.0,5,0,0,3,258.0,0,3.0,0,2008,2362369,133702969,64,4024036,4028049,1073296.0,5476.0,11563
906,7,6,2,0,5,504,0,483.0,2.0,294.0,0,2.0,0,0,0,987,1,0,0,0,2,1.0,1680,0,160,483,2,0,1.0,406,1972.0,1972,1972,0,79.0,1.0,288.0,110.0,-1.0,1.4709800190294957,21.0,6,0,0,1,425.0,0,2.5,0,2009,974169,2822400,36,3888784,3888784,12100.0,441.0,0
907,8,7,2,0,7,571,1,1391.0,2.0,0.0,0,2.0,0,1,0,1962,1,0,90,0,2,3.0,8760,0,60,1391,3,0,2.0,2757,2006.0,2006,2006,0,927.0,2.0,868.0,464.0,0.0,1.4709800190294957,73.0,5,0,0,3,0.0,0,2.5,0,2006,3849444,76737600,49,4024036,4024036,215296.0,5329.0,8760
908,6,5,2,1,7,0,0,1251.0,2.0,0.0,205,2.0,0,0,0,1433,1,0,0,144,2,2.0,9600,0,20,1433,3,0,1.0,2559,1961.0,1961,1990,0,336.0,1.0,441.0,915.0,0.0,2.0,80.0,6,0,0,1,0.0,0,2.0,0,2006,2053489,92160000,25,3845521,3960100,837225.0,6400.0,0
909,3,6,2,0,3,0,1,848.0,2.0,0.0,0,2.0,0,1,0,848,1,0,0,140,2,2.0,4435,0,120,848,1,0,1.0,1469,2003.0,2003,2003,0,162.0,2.0,420.0,686.0,1.0,1.4709800190294957,37.0,5,0,0,3,170.0,0,2.0,0,2008,719104,19669225,36,4012009,4012009,470596.0,1369.0,4435
910,5,6,2,0,5,504,0,483.0,2.0,0.0,0,2.0,0,0,0,987,1,0,0,250,2,1.0,1680,0,160,483,2,0,1.0,407,1972.0,1972,2007,0,321.0,1.0,264.0,162.0,-1.0,1.4709800190294957,21.0,8,0,0,2,510.0,0,1.5,0,2009,974169,2822400,36,3888784,4028049,26244.0,441.0,0
